QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following
"Why does my girlfriend disrespect me by sleeping while I'm talking, but she always calls me and claims that she loves me? She won't let me go in words, but in actions she rejects me. What happened?",https://www.quora.com/Why-does-my-girlfriend-disrespect-me-by-sleeping-while-Im-talking-but-she-always-calls-me-and-claims-that-she-loves-me-She-wont-let-me-go-in-words-but-in-actions-she-rejects-me-What-happened,,,,,,,,,,
Did girls have even a little sex feeling to a little boy penis?,https://www.quora.com/Did-girls-have-even-a-little-sex-feeling-to-a-little-boy-penis,,,,,,,,,,
"If a woman is President, will she communicate to everyone on an unprotected server promiscuously?",https://www.quora.com/If-a-woman-is-President-will-she-communicate-to-everyone-on-an-unprotected-server-promiscuously,,,,,,,,,,
How do I increase my chance of having sex with people?,https://www.quora.com/How-do-I-increase-my-chance-of-having-sex-with-people,,,,,,,,,,
Is menstrual blood sterile?,https://www.quora.com/Is-menstrual-blood-sterile,,,,,,,,,,
Is everything over? What does it mean if the girl didn't unblock me again in WhatsApp?,https://www.quora.com/Is-everything-over-What-does-it-mean-if-the-girl-didnt-unblock-me-again-in-WhatsApp,,,,,,,,,,
Do all women like to swallow cum?,https://www.quora.com/Do-all-women-like-to-swallow-cum,,,,,,,,,,
"What does it mean when you have been seeing a girl daily, but you haven't talked yet?",https://www.quora.com/What-does-it-mean-when-you-have-been-seeing-a-girl-daily-but-you-havent-talked-yet,,,,,,,,,,
"If women have no positive time-bound obligations in the Torah, whereas men do, then couldn't we claim that the Torah is anti-men, if anything?",https://www.quora.com/If-women-have-no-positive-time-bound-obligations-in-the-Torah-whereas-men-do-then-couldnt-we-claim-that-the-Torah-is-anti-men-if-anything,,,,,,,,,,
Why do women dump men the moment they become poor or land in trouble?,https://www.quora.com/Why-do-women-dump-men-the-moment-they-become-poor-or-land-in-trouble,,,,,,,,,,
Why do girls give evasive answers when they communicate that they never want to see you again?,https://www.quora.com/Why-do-girls-give-evasive-answers-when-they-communicate-that-they-never-want-to-see-you-again,,,,,,,,,,
"How many women don't breast feed, and of those who don't, would they consider using another woman's milk?",https://www.quora.com/How-many-women-dont-breast-feed-and-of-those-who-dont-would-they-consider-using-another-womans-milk,,,,,,,,,,
"What is it like being an attractive white woman in a global context, and having features that almost all populations consider to be the pinnacle of beauty?",https://www.quora.com/What-is-it-like-being-an-attractive-white-woman-in-a-global-context-and-having-features-that-almost-all-populations-consider-to-be-the-pinnacle-of-beauty,,,,,,,,,,
Is wife swapping legal?,https://www.quora.com/Is-wife-swapping-legal,,,,,,,,,,
Is there a city in the world that has more stores for men than for women downtown?,https://www.quora.com/Is-there-a-city-in-the-world-that-has-more-stores-for-men-than-for-women-downtown,,,,,,,,,,
Why don't girls date nice guys?,https://www.quora.com/Why-dont-girls-date-nice-guys,,,,,,,,,,
Why is it that most middle office functions in banking in Singapore mostly recruit women? Why is it that not a single one of them are below average-looking?,https://www.quora.com/Why-is-it-that-most-middle-office-functions-in-banking-in-Singapore-mostly-recruit-women-Why-is-it-that-not-a-single-one-of-them-are-below-average-looking,,,,,,,,,,
"What is the breakdown by percentage of genetically blond, brunette, and red haired people, worldwide?",https://www.quora.com/What-is-the-breakdown-by-percentage-of-genetically-blond-brunette-and-red-haired-people-worldwide,,,,,,,,,,
"Dear women - what did it feel like to go from being the woman that no one paid attention to, to now being the woman that has several men wanting to be with you?",https://www.quora.com/Dear-women-what-did-it-feel-like-to-go-from-being-the-woman-that-no-one-paid-attention-to-to-now-being-the-woman-that-has-several-men-wanting-to-be-with-you,,,,,,,,,,
Why does this girl tell her friends I own a giant piece of her heart and am the most amazing person she's met but can't commit to me and is dating others?,https://www.quora.com/Why-does-this-girl-tell-her-friends-I-own-a-giant-piece-of-her-heart-and-am-the-most-amazing-person-shes-met-but-cant-commit-to-me-and-is-dating-others,,,,,,,,,,
What unrealistic expectations do women often have about men when it comes to dating?,https://www.quora.com/What-unrealistic-expectations-do-women-often-have-about-men-when-it-comes-to-dating,,,,,,,,,,
Is it true that a women can smell her man from a distance (is this what brands like axe spray bank upon?) Is there a mystery in smell that seduces a woman?,https://www.quora.com/Is-it-true-that-a-women-can-smell-her-man-from-a-distance-is-this-what-brands-like-axe-spray-bank-upon-Is-there-a-mystery-in-smell-that-seduces-a-woman,,,,,,,,,,
Are women more likely to want a career if they don't have a boyfriend/husband?,https://www.quora.com/Are-women-more-likely-to-want-a-career-if-they-dont-have-a-boyfriend-husband,,,,,,,,,,
What are some examples of a hoochie dress?,https://www.quora.com/What-are-some-examples-of-a-hoochie-dress,,,,,,,,,,
What does it mean when my girl friends say they are uncomfortable with me because I am better guy?,https://www.quora.com/What-does-it-mean-when-my-girl-friends-say-they-are-uncomfortable-with-me-because-I-am-better-guy,,,,,,,,,,
Is it so unusual for a woman older than 40 to be in great shape and beautiful and still get a lot of male attention?  This is strictly about pulchritude.,https://www.quora.com/Is-it-so-unusual-for-a-woman-older-than-40-to-be-in-great-shape-and-beautiful-and-still-get-a-lot-of-male-attention-This-is-strictly-about-pulchritude,,,,,,,,,,
Is my wife emotional because she is female? My wife and I differ on opinion. It is my belief that women are indeed more emotional simply because they are female. (As opposed to men) How can I respectfully explain to her that I'm correct?,https://www.quora.com/Is-my-wife-emotional-because-she-is-female-My-wife-and-I-differ-on-opinion-It-is-my-belief-that-women-are-indeed-more-emotional-simply-because-they-are-female-As-opposed-to-men-How-can-I-respectfully-explain-to-her-that-Im-correct,,,,,,,,,,
"Why does the UN spend billions of dollars on ending violence against women specifically, but none for ending violence against men specifically?",https://www.quora.com/Why-does-the-UN-spend-billions-of-dollars-on-ending-violence-against-women-specifically-but-none-for-ending-violence-against-men-specifically,,,,,,,,,,
How can I tell if the married woman I'm involved with is also sleeping with her husband?,https://www.quora.com/How-can-I-tell-if-the-married-woman-Im-involved-with-is-also-sleeping-with-her-husband,,,,,,,,,,
How do you get free sex?,https://www.quora.com/How-do-you-get-free-sex,,,,,,,,,,
What jobs can gorgeous girls take on to maximize their chances to meet and marry rich bachelors?,https://www.quora.com/What-jobs-can-gorgeous-girls-take-on-to-maximize-their-chances-to-meet-and-marry-rich-bachelors,,,,,,,,,,
How do you imagine the world without cosmetics?,https://www.quora.com/How-do-you-imagine-the-world-without-cosmetics,,,,,,,,,,
Possibly Insincere Question: Are gay pride events good places to meet straight women?,https://www.quora.com/Possibly-Insincere-Question/Are-gay-pride-events-good-places-to-meet-straight-women,,,,,,,,,,
What have do when she act as teenage?,https://www.quora.com/What-have-do-when-she-act-as-teenage,,,,,,,,,,
How can I make a woman have wet dreams?,https://www.quora.com/How-can-I-make-a-woman-have-wet-dreams,,,,,,,,,,
Anthropogenic Global Warming: What can women do to stop anthropogenic global warming?,https://www.quora.com/Anthropogenic-Global-Warming/What-can-women-do-to-stop-anthropogenic-global-warming,,,,,,,,,,
What is feminism? Why is it present feminist talk about only woman? Whereas even man are also being harassed by woman?,https://www.quora.com/What-is-feminism-Why-is-it-present-feminist-talk-about-only-woman-Whereas-even-man-are-also-being-harassed-by-woman,,,,,,,,,,
Where the women on here?,https://www.quora.com/Where-the-women-on-here,,,,,,,,,,
"Why do women want to ""forget"" men (past boyfriends) in their life?",https://www.quora.com/Why-do-women-want-to-forget-men-past-boyfriends-in-their-life,,,,,,,,,,
Can I use math to impress women? Is it worth doing math for this?,https://www.quora.com/Can-I-use-math-to-impress-women-Is-it-worth-doing-math-for-this,,,,,,,,,,
Why do women wear high heels? Because they want to attract attention with the sound? Because they want everybody to hear them coming or going everywhere and all of the time?,https://www.quora.com/Why-do-women-wear-high-heels-Because-they-want-to-attract-attention-with-the-sound-Because-they-want-everybody-to-hear-them-coming-or-going-everywhere-and-all-of-the-time,,,,,,,,,,
What does it mean for a woman to be good in bed?,https://www.quora.com/What-does-it-mean-for-a-woman-to-be-good-in-bed,,,,,,,,,,
How do you call a woman who has sex with anyone for free?,https://www.quora.com/How-do-you-call-a-woman-who-has-sex-with-anyone-for-free,,,,,,,,,,
What are your views on the concept of female privilege?,https://www.quora.com/What-are-your-views-on-the-concept-of-female-privilege,,,,,,,,,,
How do women like to be approached by men?,https://www.quora.com/How-do-women-like-to-be-approached-by-men?srid=tnPa&share=1,,,,,,,,,,
How does is it feel to pee when you are a woman?,https://www.quora.com/How-does-is-it-feel-to-pee-when-you-are-a-woman,,,,,,,,,,
What is the opposite of slut-shaming?,https://www.quora.com/What-is-the-opposite-of-slut-shaming,,,,,,,,,,
Why do some women find me attractive and others don't?,https://www.quora.com/Why-do-some-women-find-me-attractive-and-others-dont,,,,,,,,,,
Is it possible for a woman to bear a child without men or the sperm?,https://www.quora.com/Is-it-possible-for-a-woman-to-bear-a-child-without-men-or-the-sperm,,,,,,,,,,
How do I classify girls based on their character and attitude?,https://www.quora.com/How-do-I-classify-girls-based-on-their-character-and-attitude,,,,,,,,,,
I am a feminist. Is it okay to attend a topless protest if I would like to see naked breasts?,https://www.quora.com/I-am-a-feminist-Is-it-okay-to-attend-a-topless-protest-if-I-would-like-to-see-naked-breasts,,,,,,,,,,
What is the slang term for the opposite of a cougar?,https://www.quora.com/What-is-the-slang-term-for-the-opposite-of-a-cougar,,,,,,,,,,
"Given that women seem to prefer the scent of men with intermediate genetic relatedness, what would be the impact of mixing the sweat of two men?",https://www.quora.com/Given-that-women-seem-to-prefer-the-scent-of-men-with-intermediate-genetic-relatedness-what-would-be-the-impact-of-mixing-the-sweat-of-two-men,,,,,,,,,,
"Are all girls in western countries trained by mothers and friends for a ""catch"", by looks, faking, etc.?",https://www.quora.com/Are-all-girls-in-western-countries-trained-by-mothers-and-friends-for-a-catch-by-looks-faking-etc,,,,,,,,,,
I'm a male. How different is the life of a female?,https://www.quora.com/Im-a-male-How-different-is-the-life-of-a-female,,,,,,,,,,
Why do I find it harder to make Indian friends in India than I did in the USA?,https://www.quora.com/Why-do-I-find-it-harder-to-make-Indian-friends-in-India-than-I-did-in-the-USA,,,,,,,,,,
"With the epidemic of obesity in the U.S., why don't women wear girdles anymore?",https://www.quora.com/With-the-epidemic-of-obesity-in-the-U-S-why-dont-women-wear-girdles-anymore,,,,,,,,,,
Why can't I seduce any women even though my IQ is 114 on the Cattell scale?,https://www.quora.com/Why-cant-I-seduce-any-women-even-though-my-IQ-is-114-on-the-Cattell-scale,,,,,,,,,,
Are there any international signs a stranger (boy/girl) gives so you know he/she might be interested?,https://www.quora.com/Are-there-any-international-signs-a-stranger-boy-girl-gives-so-you-know-he-she-might-be-interested,,,,,,,,,,
Would a girl ask a guy to go steady so that she could psychologically be the leader in the relationship?,https://www.quora.com/Would-a-girl-ask-a-guy-to-go-steady-so-that-she-could-psychologically-be-the-leader-in-the-relationship,,,,,,,,,,
"After the incident in which I asked a girl whether she liked me or not, her replies while chatting have changed. What does this mean? What should I do?",https://www.quora.com/After-the-incident-in-which-I-asked-a-girl-whether-she-liked-me-or-not-her-replies-while-chatting-have-changed-What-does-this-mean-What-should-I-do,,,,,,,,,,
"If Bar Rafaeli were alive in Nazi Germany, would she have been killed?  I know this is a different question, but what did Hitler and the Nazis think of very attractive non-Nordic people?  Would Nazis have also killed Adriana Lima if she were alive during the Nazi era?",https://www.quora.com/If-Bar-Rafaeli-were-alive-in-Nazi-Germany-would-she-have-been-killed-I-know-this-is-a-different-question-but-what-did-Hitler-and-the-Nazis-think-of-very-attractive-non-Nordic-people-Would-Nazis-have-also-killed-Adriana-Lima-if-she-were-alive-during-the-Nazi-era,,,,,,,,,,
